0.0833333 0 0.0138889
0.111111 0.0555556 0.0426955
0.0714286 1.11022e-16 0.0178571
0 0 0
0.0714286 1.11022e-16 0.0178571
0.111111 0.0555556 0.0426955
0.111111 0.0555556 0.0426955
0.1 0 0.00833333
0.166667 0 0.0138889
0 0 0
0 0 0
0 0 0
0.0833333 0 0.0138889
0 0 0
0.0833333 0 0.0138889
0.0833333 0 0.0138889
0.111111 0.0555556 0.0426955
0.0833333 0 0.0138889
0.0714286 1.11022e-16 0.0178571
0.05 0 0.025
0.0714286 1.11022e-16 0.0178571
0.111111 0.0555556 0.0426955
0 0 0
0.0714286 1.11022e-16 0.0178571
0.111111 0.0555556 0.0426955
0 0 0.0208333
0.0714286 1.11022e-16 0.0178571
0.111111 0.0555556 0.0426955
0.05 0 0.025
0.05 0 0.025
0.111111 0.0555556 0.0426955
0.0833333 0 0.0138889
0.1 0 0.00833333
0 0 0.0208333
0.166667 0 0.0138889
0.0833333 0 0.0138889
0.0833333 0 0.0138889
0.0833333 0 0.0138889
0.111111 0.0555556 0.0426955
0.05 0 0.025
0.0833333 0 0.0138889
0.1 0 0.00833333
0 0 0.0208333
0 0 0
0.166667 0 0.0138889
0 0 0.0208333
0.05 0 0.025
0 0 0.0208333
0.0714286 1.11022e-16 0.0178571
0.0833333 0 0.0138889
0.0714286 1.11022e-16 0.0178571
0.111111 0.0555556 0.0426955
0 0 0.0208333
0 0 0.0208333
0.0833333 0 0.0138889
0.0833333 0 0.0138889
0 0 0.0208333
0 0 0
0.1 0 0.00833333
0.0714286 1.11022e-16 0.0178571
0.0833333 0 0.0138889
0.111111 0.0555556 0.0426955
0.1 0 0.00833333
0.166667 0 0.0138889
0.1 0 0.00833333
0.166667 0 0.0138889
0.111111 0.0555556 0.0426955
0.166667 0 0.0138889
0.166667 0 0.0138889
0.111111 0.0555556 0.0426955
0 0 0.0208333
0.1 0 0.00833333
0 0 0
0.1 0 0.00833333
0.111111 0.0555556 0.0426955
0.111111 0.0555556 0.0426955
0 0 0.0208333
0 0 0
0.0714286 1.11022e-16 0.0178571
0 0 0.0208333
0.05 0 0.025
0.0714286 1.11022e-16 0.0178571
0.1 0 0.00833333
0.0714286 1.11022e-16 0.0178571
0.166667 0 0.0138889
0.111111 0.0555556 0.0426955
0.166667 0 0.0138889
0.0833333 0 0.0138889
0.0714286 1.11022e-16 0.0178571
0.166667 0 0.0138889
0.05 0 0.025
0.1 0 0.00833333
0.0833333 0 0.0138889
0 0 0
0.1 0 0.00833333
0.111111 0.0555556 0.0426955
0.1 0 0.00833333
0 0 0
0 0 0.0208333
0.111111 0.0555556 0.0288066
0.0714286 1.11022e-16 0.00396825
0.0833333 0 0.0138889
0.0714286 1.11022e-16 0.00396825
0.111111 0.0555556 0.0288066
0.111111 0.0555556 0.0288066
0.1 0 0.00555556
0.166667 0 0.0277778
0.0833333 0 0.0138889
0.0833333 0 0.0138889
0.0833333 0 0.0138889
0 0 0
0.0833333 0 0.0138889
0 0 0
0 0 0
0.111111 0.0555556 0.0288066
0 0 0
0.0714286 1.11022e-16 0.00396825
0.0333333 0 0.0111111
0.0714286 1.11022e-16 0.00396825
0.111111 0.0555556 0.0288066
0.0833333 0 0.0138889
0.0714286 1.11022e-16 0.00396825
0.111111 0.0555556 0.0288066
0.0416667 0 0.00694444
0.0714286 1.11022e-16 0.00396825
0.111111 0.0555556 0.0288066
0.0333333 0 0.0111111
0.0333333 0 0.0111111
0.111111 0.0555556 0.0288066
0 0 0
0.1 0 0.00555556
0.0416667 0 0.00694444
0.166667 0 0.0277778
0 0 0
0 0 0
0 0 0
0.111111 0.0555556 0.0288066
0.0333333 0 0.0111111
0 0 0
0.1 0 0.00555556
0.0416667 0 0.00694444
0.0833333 0 0.0138889
0.166667 0 0.0277778
0.0416667 0 0.00694444
0.0333333 0 0.0111111
0.0416667 0 0.00694444
0.0714286 1.11022e-16 0.00396825
0 0 0
0.0714286 1.11022e-16 0.00396825
0.111111 0.0555556 0.0288066
0.0416667 0 0.00694444
0.0416667 0 0.00694444
0 0 0
0 0 0
0.0416667 0 0.00694444
0.0833333 0 0.0138889
0.1 0 0.00555556
0.0714286 1.11022e-16 0.00396825
0 0 0
0.111111 0.0555556 0.0288066
0.1 0 0.00555556
0.166667 0 0.0277778
0.1 0 0.00555556
0.166667 0 0.0277778
0.111111 0.0555556 0.0288066
0.166667 0 0.0277778
0.166667 0 0.0277778
0.111111 0.0555556 0.0288066
0.0416667 0 0.00694444
0.1 0 0.00555556
0.0833333 0 0.0138889
0.1 0 0.00555556
0.111111 0.0555556 0.0288066
0.111111 0.0555556 0.0288066
0.0416667 0 0.00694444
0.0833333 0 0.0138889
0.0714286 1.11022e-16 0.00396825
0.0416667 0 0.00694444
0.0333333 0 0.0111111
0.0714286 1.11022e-16 0.00396825
0.1 0 0.00555556
0.0714286 1.11022e-16 0.00396825
0.166667 0 0.0277778
0.111111 0.0555556 0.0288066
0.166667 0 0.0277778
0 0 0
0.0714286 1.11022e-16 0.00396825
0.166667 0 0.0277778
0.0333333 0 0.0111111
0.1 0 0.00555556
0 0 0
0.0833333 0 0.0138889
0.1 0 0.00555556
0.111111 0.0555556 0.0288066
0.1 0 0.00555556
0.0833333 0 0.0138889
0.0416667 0 0.00694444
0.0634921 0.0555556 0.0248383
0.111111 0.0555556 0.0426955
0.0634921 0.0555556 0.0248383
0 0 0
0 0 0
0.0888889 0.0555556 0.0343621
0.111111 0.0555556 0.0565844
0.111111 0.0555556 0.0426955
0.111111 0.0555556 0.0426955
0.111111 0.0555556 0.0426955
0.0555556 0.0555556 0.0288066
0.111111 0.0555556 0.0426955
0.0555556 0.0555556 0.0288066
0.0555556 0.0555556 0.0288066
0 0 0
0.0555556 0.0555556 0.0288066
0.0634921 0.0555556 0.0248383
0.0444444 0.0555556 0.0176955
0.0634921 0.0555556 0.0248383
0 0 0
0.111111 0.0555556 0.0426955
0.0634921 0.0555556 0.0248383
0 0 0
0.0555556 0.0555556 0.0218621
0.0634921 0.0555556 0.0248383
0 0 0
0.0444444 0.0555556 0.0176955
0.0444444 0.0555556 0.0176955
0 0 0
0.0555556 0.0555556 0.0288066
0.0888889 0.0555556 0.0343621
0.0555556 0.0555556 0.0218621
0.111111 0.0555556 0.0565844
0.0555556 0.0555556 0.0288066
0.0555556 0.0555556 0.0288066
0.0555556 0.0555556 0.0288066
0 0 0
0.0444444 0.0555556 0.0176955
0.0555556 0.0555556 0.0288066
0.0888889 0.0555556 0.0343621
0.0555556 0.0555556 0.0218621
0.111111 0.0555556 0.0426955
0.111111 0.0555556 0.0565844
0.0555556 0.0555556 0.0218621
0.0444444 0.0555556 0.0176955
0.0555556 0.0555556 0.0218621
0.0634921 0.0555556 0.0248383
0.0555556 0.0555556 0.0288066
